STRUCTURE,STRUCTURE_ID,freq,reporter,product,indicators,TIME_PERIOD,OBS_VALUE
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,QNTUNIT,2011,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,QNTUNIT,2012,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,QNTUNIT,2013,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,QNTUNIT,2014,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,QNTUNIT,2015,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,QNTUNIT,2016,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,QNTUNIT,2017,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,QNTUNIT,2018,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,QNTUNIT,2019,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,QNTUNIT,2020,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,QNTUNIT,2021,p/st
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,QNTUNIT,2022,p/st
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,QNTUNIT,2023,p/st
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,QNTUNIT,2024,p/st
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,SCPRODQNT,2021,14000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,SCPRODQNT,2022,5613311
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,SCPRODQNT,2023,1918409
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,SCPRODQNT,2024,1023243
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,SCPRODVAL,2021,4675689
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,SCPRODVAL,2022,5306954
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,SCPRODVAL,2023,4788433
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,SCPRODVAL,2024,4907381
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,SCQNTBASE,2021,7000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112120,SCQNTFLAG,2021,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2003,454329190
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2004,551035760
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2006,596124830
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2007,650458570
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2008,581209250
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2009,457186540
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2010,650309120
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2011,680978350
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2012,628623600
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2013,667451800
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2014,785531670
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2015,1089170280
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2016,1200921270
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2017,1375714040
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2018,1550328878
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2019,1683182441
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2020,1531575739
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2021,1826275452
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2022,2656668331
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2023,2923368724
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,EXPVAL,2024,2958464713
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2003,698226590
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2004,793887210
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2006,853716860
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2007,917115180
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2008,849262060
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2009,576164910
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2010,944768450
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2011,1088638050
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2012,1003869910
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2013,1067607940
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2014,1236226730
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2015,1430949300
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2016,1463073670
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2017,1588361010
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2018,1789447031
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2019,1828121313
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2020,1565387120
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2021,2146461885
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2022,3141448628
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2023,3196500905
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,IMPVAL,2024,2628432468
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNPRODQNT,2021,16000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNPRODQNT,2022,12000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNPRODQNT,2023,16000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNPRODQNT,2024,7000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNPRODVAL,2021,3000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNPRODVAL,2022,4000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNPRODVAL,2023,4000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNPRODVAL,2024,6000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNQNTBASE,2021,4000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNQNTBASE,2022,6000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNQNTBASE,2023,8000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNQNTBASE,2024,7000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNQNTFLAG,2021,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNQNTFLAG,2022,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNQNTFLAG,2023,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNQNTFLAG,2024,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNVALBASE,2021,3000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNVALBASE,2022,2000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNVALBASE,2023,4000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNVALBASE,2024,2000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNVALFLAG,2021,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNVALFLAG,2022,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNVALFLAG,2023,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,OWNVALFLAG,2024,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTBASE,2003,2000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTBASE,2004,3000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTBASE,2005,7000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTBASE,2006,6000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTBASE,2007,6000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTBASE,2011,500000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTBASE,2015,4000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTBASE,2016,6000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTBASE,2017,8000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTBASE,2018,8000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTBASE,2019,7000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTBASE,2020,3000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTBASE,2021,6000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTBASE,2022,6000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTBASE,2023,8000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTBASE,2024,7000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTFLAG,2003,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTFLAG,2004,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTFLAG,2005,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTFLAG,2006,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTFLAG,2007,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTFLAG,2008,:E
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTFLAG,2011,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTFLAG,2015,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTFLAG,2016,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTFLAG,2017,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTFLAG,2018,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTFLAG,2019,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTFLAG,2020,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTFLAG,2021,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTFLAG,2022,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTFLAG,2023,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PQNTFLAG,2024,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2003,6993738941
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2004,13254782353
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2005,19325553687
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2006,10629969037
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2007,17684975572
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2008,13350724527
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2009,8078444334
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2010,12367541600
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2011,13802829232
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2012,14266672578
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2013,10001765991
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2014,11431550728
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2015,15812370000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2016,18383753000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2017,9456288000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2018,18445643000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2019,7438123000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2020,9000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2021,12000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2022,12000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2023,8000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODQNT,2024,14000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2003,833983870
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2004,973246799
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2005,1003437517
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2006,842455670
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2007,972013439
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2008,853361221
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2009,701697862
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2010,1217516161
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2011,1349717532
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2012,1161036012
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2013,960623182
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2014,1114279541
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2015,1514650612
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2016,2499615610
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2017,2102368052
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2018,2475180568
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2019,3231613065
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2020,3600000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2021,3500000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2022,6000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2023,4000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PRODVAL,2024,6000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALBASE,2003,40000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALBASE,2004,50000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALBASE,2005,30000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALBASE,2015,600000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALBASE,2016,700000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALBASE,2017,800000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALBASE,2018,700000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALBASE,2019,700000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALBASE,2020,900000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALBASE,2021,700000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALBASE,2022,2000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALBASE,2023,4000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALBASE,2024,2000000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALFLAG,2003,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALFLAG,2004,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALFLAG,2005,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALFLAG,2015,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALFLAG,2016,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALFLAG,2017,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALFLAG,2018,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALFLAG,2019,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALFLAG,2020,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALFLAG,2021,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALFLAG,2022,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALFLAG,2023,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,PVALFLAG,2024,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2003,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2004,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2005,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2006,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2007,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2008,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2009,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2010,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2011,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2012,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2013,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2014,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2015,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2016,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2017,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2018,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2019,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2020,PST
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2021,p/st
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2022,p/st
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2023,p/st
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,QNTUNIT,2024,p/st
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,SCPRODQNT,2021,600000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,SCPRODQNT,2022,28000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,SCPRODQNT,2023,23075928
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,SCPRODQNT,2024,19610104
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,SCPRODVAL,2021,80000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,SCPRODVAL,2022,126000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,SCPRODVAL,2023,142535254
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,SCPRODVAL,2024,124207323
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,SCQNTBASE,2021,300000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,SCQNTBASE,2022,7000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,SCQNTFLAG,2021,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,SCQNTFLAG,2022,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,SCVALBASE,2021,20000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,SCVALBASE,2022,6000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,SCVALFLAG,2021,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112150,SCVALFLAG,2022,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2003,254874220
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2004,265467850
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2006,278041020
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2007,269998650
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2008,306556120
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2009,271435010
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2010,394181480
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2011,384868190
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2012,407312450
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2013,458537040
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2014,509500560
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2015,631590510
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2016,618564300
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2017,722974250
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2018,713003154
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2019,665091587
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2020,603480267
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2021,685114863
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2022,668710377
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2023,566769647
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,EXPVAL,2024,620629977
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2003,547650180
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2004,586725500
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2006,590284670
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2007,601442070
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2008,694220970
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2009,609283160
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2010,946146200
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2011,930146750
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2012,809553560
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2013,798275700
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2014,927252220
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2015,1274259920
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2016,1309501530
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2017,1452043990
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2018,1381240347
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2019,1335138608
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2020,1086241967
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2021,1401878484
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2022,1412341378
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2023,1191638172
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,IMPVAL,2024,1155631268
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,OWNPRODQNT,2021,63340988
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,OWNPRODQNT,2022,55945414
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,OWNPRODQNT,2023,88000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,OWNPRODQNT,2024,80283515
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,OWNPRODVAL,2021,267361942
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,OWNPRODVAL,2022,319703343
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,OWNPRODVAL,2023,326593772
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,OWNPRODVAL,2024,311578292
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,OWNQNTBASE,2023,8000000
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,OWNQNTFLAG,2023,:R
dataflow,ESTAT:DS-059358(1.0),A,EU27_2020,26112220,PQNTBASE,2009,5000000
